,0
459,Dataset2/digits/444/CDES211_200_31_08_052.bmp
460,Dataset2/digits/444/ASEB212_200_30_18_052.bmp
461,Dataset2/digits/444/DLEB211_200_30_14_052.bmp
462,Dataset2/digits/444/ASEB211_200_30_14_052.bmp
463,Dataset2/digits/444/DLES211_200_31_10_052.bmp
464,Dataset2/digits/444/DLES211_200_31_14_052.bmp
465,Dataset2/digits/444/CDEB212_200_30_16_052.bmp
466,Dataset2/digits/444/DLEB211_200_30_10_052.bmp
467,Dataset2/digits/444/DLEB213_200_30_20_052.bmp
468,Dataset2/digits/444/ASES212_200_31_18_052.bmp
469,Dataset2/digits/444/DLES211_200_31_08_052.bmp
470,Dataset2/digits/444/ASES213_200_31_20_052.bmp
471,Dataset2/digits/444/bweb213_200_30_22_052.bmp
472,Dataset2/digits/444/BWEB211_200_30_10_052.bmp
473,Dataset2/digits/444/BWEB211_200_30_12_052.bmp
474,Dataset2/digits/444/BWES211_200_31_12_052.bmp
475,Dataset2/digits/444/CDEB211_200_30_10_052.bmp
476,Dataset2/digits/444/ASEB211_200_30_12_052.bmp
477,Dataset2/digits/444/ASEB213_200_30_22_052.bmp
478,Dataset2/digits/444/CDES213_200_31_20_052.bmp
479,Dataset2/digits/444/CDES211_200_31_14_052.bmp
480,Dataset2/digits/444/CDES212_200_31_18_052.bmp
481,Dataset2/digits/444/DLEB211_200_30_12_052.bmp
482,Dataset2/digits/444/BWEB212_200_30_18_052.bmp
483,Dataset2/digits/444/bweb213_200_30_20_052.bmp
484,Dataset2/digits/444/CDES213_200_31_22_052.bmp
485,Dataset2/digits/444/DLEB212_200_30_16_052.bmp
486,Dataset2/digits/444/DLEB213_200_30_22_052.bmp
487,Dataset2/digits/444/BWEB211_200_30_08_052.bmp
488,Dataset2/digits/444/CDEB211_200_30_12_052.bmp
489,Dataset2/digits/444/ASEB212_200_30_16_052.bmp
490,Dataset2/digits/444/CDES212_200_31_16_052.bmp
491,Dataset2/digits/444/ASES211_200_31_14_052.bmp
492,Dataset2/digits/444/bwes213_200_31_20_052.bmp
493,Dataset2/digits/444/BWEB212_200_30_16_052.bmp
494,Dataset2/digits/444/CDEB211_200_30_08_052.bmp
495,Dataset2/digits/444/BWES212_200_31_16_052.bmp
496,Dataset2/digits/444/ASES211_200_31_10_052.bmp
497,Dataset2/digits/444/DLEB212_200_30_18_052.bmp
498,Dataset2/digits/444/BWES211_200_31_08_052.bmp
499,Dataset2/digits/444/CDES211_200_31_10_052.bmp
500,Dataset2/digits/444/DLEB211_200_30_08_052.bmp
501,Dataset2/digits/444/BWES211_200_31_14_052.bmp
502,Dataset2/digits/444/ASES211_200_31_12_052.bmp
503,Dataset2/digits/444/BWEB211_200_30_14_052.bmp
504,Dataset2/digits/444/ASEB211_200_30_10_052.bmp
505,Dataset2/digits/444/BWES211_200_31_10_052.bmp
506,Dataset2/digits/444/ASEB211_200_30_08_052.bmp
507,Dataset2/digits/444/BWES212_200_31_18_052.bmp
508,Dataset2/digits/444/CDEB213_200_30_22_052.bmp
509,Dataset2/digits/444/CDEB211_200_30_14_052.bmp
510,Dataset2/digits/444/CDEB212_200_30_18_052.bmp
511,Dataset2/digits/444/ASES212_200_31_16_052.bmp
512,Dataset2/digits/444/ASES211_200_31_08_052.bmp
513,Dataset2/digits/222/bwes213_200_31_20_050.bmp
514,Dataset2/digits/222/ASES211_200_31_14_050.bmp
515,Dataset2/digits/222/DLEB213_200_30_22_050.bmp
516,Dataset2/digits/222/DLES211_200_31_08_050.bmp
517,Dataset2/digits/222/BWES212_200_31_18_050.bmp
518,Dataset2/digits/222/CDES211_200_31_08_050.bmp
519,Dataset2/digits/222/DLEB212_200_30_16_050.bmp
520,Dataset2/digits/222/BWES211_200_31_14_050.bmp
521,Dataset2/digits/222/CDEB213_200_30_20_050.bmp
522,Dataset2/digits/222/DLES211_200_31_12_050.bmp
523,Dataset2/digits/222/CDES211_200_31_14_050.bmp
524,Dataset2/digits/222/BWES212_200_31_16_050.bmp
525,Dataset2/digits/222/ASEB211_200_30_10_050.bmp
526,Dataset2/digits/222/BWEB211_200_30_12_050.bmp
527,Dataset2/digits/222/ASES213_200_31_20_050.bmp
528,Dataset2/digits/222/DLEB211_200_30_08_050.bmp
529,Dataset2/digits/222/BWEB211_200_30_14_050.bmp
530,Dataset2/digits/222/BWEB212_200_30_18_050.bmp
531,Dataset2/digits/222/ASES211_200_31_10_050.bmp
532,Dataset2/digits/222/DLEB212_200_30_18_050.bmp
533,Dataset2/digits/222/CDEB212_200_30_16_050.bmp
534,Dataset2/digits/222/ASEB213_200_30_22_050.bmp
535,Dataset2/digits/222/DLEB213_200_30_20_050.bmp
536,Dataset2/digits/222/DLEB211_200_30_14_050.bmp
537,Dataset2/digits/222/DLEB211_200_30_12_050.bmp
538,Dataset2/digits/222/ASEB212_200_30_16_050.bmp
539,Dataset2/digits/222/CDES211_200_31_12_050.bmp
540,Dataset2/digits/222/CDES213_200_31_22_050.bmp
541,Dataset2/digits/222/ASEB211_200_30_08_050.bmp
542,Dataset2/digits/222/ASES212_200_31_18_050.bmp
543,Dataset2/digits/222/BWES211_200_31_12_050.bmp
544,Dataset2/digits/222/CDEB211_200_30_14_050.bmp
545,Dataset2/digits/222/CDEB211_200_30_10_050.bmp
546,Dataset2/digits/222/ASES213_200_31_22_050.bmp
547,Dataset2/digits/222/CDES212_200_31_16_050.bmp
548,Dataset2/digits/222/BWEB211_200_30_10_050.bmp
549,Dataset2/digits/222/DLES211_200_31_10_050.bmp
550,Dataset2/digits/222/ASEB211_200_30_12_050.bmp
551,Dataset2/digits/222/bweb213_200_30_22_050.bmp
552,Dataset2/digits/222/bweb213_200_30_20_050.bmp
553,Dataset2/digits/222/ASEB213_200_30_20_050.bmp
554,Dataset2/digits/222/CDES213_200_31_20_050.bmp
555,Dataset2/digits/222/CDES211_200_31_10_050.bmp
556,Dataset2/digits/222/BWEB211_200_30_08_050.bmp
557,Dataset2/digits/222/ASES211_200_31_12_050.bmp
558,Dataset2/digits/222/ASEB211_200_30_14_050.bmp
559,Dataset2/digits/222/BWES211_200_31_08_050.bmp
560,Dataset2/digits/222/ASES211_200_31_08_050.bmp
561,Dataset2/digits/222/DLEB211_200_30_10_050.bmp
562,Dataset2/digits/222/ASES212_200_31_16_050.bmp
563,Dataset2/digits/222/BWES211_200_31_10_050.bmp
564,Dataset2/digits/222/CDEB213_200_30_22_050.bmp
565,Dataset2/digits/222/CDEB211_200_30_12_050.bmp
566,Dataset2/digits/222/bwes213_200_31_22_050.bmp
567,Dataset2/digits/222/ASEB212_200_30_18_050.bmp
568,Dataset2/digits/222/CDEB212_200_30_18_050.bmp
569,Dataset2/digits/222/DLES211_200_31_14_050.bmp
570,Dataset2/digits/222/CDES212_200_31_18_050.bmp
571,Dataset2/digits/222/CDEB211_200_30_08_050.bmp
572,Dataset2/digits/222/BWEB212_200_30_16_050.bmp
573,Dataset2/digits/333/CDES213_200_31_20_051.bmp
574,Dataset2/digits/333/DLEB213_200_30_22_051.bmp
575,Dataset2/digits/333/bweb213_200_30_22_051.bmp
576,Dataset2/digits/333/DLEB211_200_30_12_051.bmp
577,Dataset2/digits/333/BWEB212_200_30_18_051.bmp
578,Dataset2/digits/333/CDES211_200_31_10_051.bmp
579,Dataset2/digits/333/CDEB211_200_30_12_051.bmp
580,Dataset2/digits/333/CDES212_200_31_16_051.bmp
581,Dataset2/digits/333/BWES211_200_31_08_051.bmp
582,Dataset2/digits/333/ASEB212_200_30_16_051.bmp
583,Dataset2/digits/333/CDES211_200_31_14_051.bmp
584,Dataset2/digits/333/DLEB212_200_30_18_051.bmp
585,Dataset2/digits/333/DLEB212_200_30_16_051.bmp
586,Dataset2/digits/333/ASES212_200_31_18_051.bmp
587,Dataset2/digits/333/ASEB213_200_30_22_051.bmp
588,Dataset2/digits/333/BWEB211_200_30_14_051.bmp
589,Dataset2/digits/333/BWES211_200_31_12_051.bmp
590,Dataset2/digits/333/ASES213_200_31_20_051.bmp
591,Dataset2/digits/333/BWEB211_200_30_08_051.bmp
592,Dataset2/digits/333/DLES211_200_31_10_051.bmp
593,Dataset2/digits/333/bwes213_200_31_22_051.bmp
594,Dataset2/digits/333/ASES213_200_31_22_051.bmp
595,Dataset2/digits/333/ASEB211_200_30_14_051.bmp
596,Dataset2/digits/333/ASES211_200_31_12_051.bmp
597,Dataset2/digits/333/ASEB211_200_30_12_051.bmp
598,Dataset2/digits/333/ASEB212_200_30_18_051.bmp
599,Dataset2/digits/333/BWES211_200_31_10_051.bmp
600,Dataset2/digits/333/BWEB211_200_30_12_051.bmp
601,Dataset2/digits/333/BWEB211_200_30_10_051.bmp
602,Dataset2/digits/333/DLES211_200_31_08_051.bmp
603,Dataset2/digits/333/CDES211_200_31_08_051.bmp
604,Dataset2/digits/333/CDES211_200_31_12_051.bmp
605,Dataset2/digits/333/CDEB212_200_30_16_051.bmp
606,Dataset2/digits/333/ASES212_200_31_16_051.bmp
607,Dataset2/digits/333/CDES213_200_31_22_051.bmp
608,Dataset2/digits/333/DLEB211_200_30_14_051.bmp
609,Dataset2/digits/333/CDEB211_200_30_08_051.bmp
610,Dataset2/digits/333/ASES211_200_31_14_051.bmp
611,Dataset2/digits/333/DLEB213_200_30_20_051.bmp
612,Dataset2/digits/333/ASEB211_200_30_10_051.bmp
613,Dataset2/digits/333/DLEB211_200_30_08_051.bmp
614,Dataset2/digits/333/DLES211_200_31_12_051.bmp
615,Dataset2/digits/333/CDES212_200_31_18_051.bmp
616,Dataset2/digits/333/BWES211_200_31_14_051.bmp
617,Dataset2/digits/333/ASES211_200_31_08_051.bmp
618,Dataset2/digits/333/ASEB213_200_30_20_051.bmp
619,Dataset2/digits/333/ASES211_200_31_10_051.bmp
620,Dataset2/digits/333/bweb213_200_30_20_051.bmp
621,Dataset2/digits/333/CDEB213_200_30_20_051.bmp
622,Dataset2/digits/333/BWES212_200_31_16_051.bmp
623,Dataset2/digits/333/ASEB211_200_30_08_051.bmp
624,Dataset2/digits/333/CDEB211_200_30_10_051.bmp
625,Dataset2/digits/333/CDEB213_200_30_22_051.bmp
626,Dataset2/digits/333/CDEB212_200_30_18_051.bmp
627,Dataset2/digits/333/bwes213_200_31_20_051.bmp
628,Dataset2/digits/333/DLES211_200_31_14_051.bmp
629,Dataset2/digits/333/BWEB212_200_30_16_051.bmp
630,Dataset2/digits/333/DLEB211_200_30_10_051.bmp
631,Dataset2/digits/333/CDEB211_200_30_14_051.bmp
632,Dataset2/digits/333/BWES212_200_31_18_051.bmp
